,Temp_1_1,Temp_1_2,Temp_1_3,Temp_1_4,Temp_2_1,Temp_2_2,Temp_2_3,Temp_2_4,Temp_12_avg_open,Temp_12_avg_close,Temp_3_1,Temp_3_2,Temp_3_3,Temp_3_4,Temp_4_1,Temp_4_2,Temp_4_3,Temp_4_4,Temp_34_avg_open,Temp_34_avg_close
07/23/2019 12:11,26.25,26.562,25.687,25.687,26.562,26.937,26.063,26.625,26.406,26.156,24.937,25.812,24.437,25.25,24.687,26.312,24.25,25.5,24.812,25.375
07/23/2019 12:21,26.375,26.562,25.5,26.437,26.75,26.875,25.937,26.75,26.5625,26.5935,25.062,25.75,24.875,25.625,25.937,26.063,24.125,25.375,25.4995,25.5
07/23/2019 12:31,26.5,26.562,25.687,26.5,26.375,26.937,26.125,26.875,26.4375,26.6875,25.687,25.687,24.437,25.312,25.5,26.125,24.875,25.125,25.5935,25.2185
07/23/2019 12:41,26.375,26.5,25.687,26.25,26.75,26.812,26.437,26.625,26.5625,26.4375,25.125,25.625,24.312,24.312,25.438,26.063,24.687,24.687,25.2815,24.4995
07/23/2019 12:51,25.75,26.688,25.75,26.5,26.625,26.937,26.312,26.937,26.1875,26.7185,25.187,25.687,24.062,24.813,25.687,26.063,25.375,25.875,25.437,25.344
07/23/2019 13:01,26.437,26.562,25.687,26.25,26.312,26.875,26.0,26.125,26.3745,26.1875,25.187,25.687,24.062,24.813,25.687,26.063,25.375,25.875,25.437,25.344
07/23/2019 13:02,26.437,26.562,25.687,26.25,26.312,26.875,26.0,26.125,26.3745,26.1875,24.937,25.062,24.062,24.625,25.75,26.063,25.062,25.125,25.3435,24.875
07/23/2019 13:11,26.5,26.937,26.0,26.937,26.812,27.125,26.75,27.125,26.656,27.031,24.937,25.062,24.062,24.625,25.75,26.063,25.062,25.125,25.3435,24.875
07/23/2019 13:12,26.5,26.937,26.0,26.937,26.812,27.125,26.75,27.125,26.656,27.031,25.062,26.125,24.437,26.063,25.375,26.437,24.875,25.937,25.2185,26.0
07/23/2019 13:22,26.812,27.375,26.625,26.875,26.688,27.687,26.688,27.562,26.75,27.2185,25.75,27.187,25.75,27.187,26.063,27.75,26.063,27.75,25.9065,27.4685
07/23/2019 13:32,27.5,27.75,26.937,27.562,27.875,28.0,27.125,27.875,27.6875,27.7185,27.313,27.687,26.375,27.25,27.75,28.062,26.875,27.687,27.5315,27.4685
07/23/2019 13:42,27.125,27.938,27.062,27.875,27.875,28.125,27.375,28.125,27.5,28.0,27.375,27.75,26.625,27.75,27.25,27.938,27.25,27.437,27.3125,27.5935
07/23/2019 13:52,27.938,27.938,27.125,27.375,28.125,28.25,27.375,28.187,28.0315,27.781,27.938,27.938,27.0,27.562,28.187,28.187,27.375,28.062,28.0625,27.812
07/23/2019 14:02,27.313,27.812,26.937,27.125,28.25,28.25,27.062,27.062,27.7815,27.0935,27.062,27.125,25.562,25.562,27.562,27.562,26.125,26.125,27.312,25.8435
07/23/2019 14:12,27.062,27.062,26.375,26.375,27.5,27.5,26.75,27.125,27.281,26.75,25.312,25.562,24.937,25.312,25.438,26.312,25.125,25.875,25.375,25.5935
07/23/2019 14:22,26.75,27.0,26.25,26.937,26.562,27.437,26.562,27.25,26.656,27.0935,25.312,25.562,24.937,25.312,25.438,26.312,25.125,25.875,25.375,25.5935
07/23/2019 14:23,26.75,27.0,26.25,26.937,26.562,27.437,26.562,27.25,26.656,27.0935,25.0,25.75,24.375,25.0,25.812,26.375,25.0,26.063,25.406,25.5315
07/23/2019 14:33,27.062,27.187,26.437,26.625,27.437,27.562,27.25,27.5,27.2495,27.0625,25.812,25.812,24.937,25.25,26.312,26.312,25.375,25.375,26.062,25.3125
07/23/2019 14:43,26.937,27.125,26.375,26.875,26.75,27.375,26.562,27.062,26.8435,26.9685,24.562,25.625,24.375,24.813,25.75,26.063,24.813,24.813,25.156,24.813
07/23/2019 14:53,26.187,27.0,26.187,26.812,27.0,27.25,26.75,26.875,26.5935,26.8435,24.375,25.625,24.188,25.375,25.625,26.125,24.75,25.812,25.0,25.5935
07/23/2019 15:03,26.375,27.0,26.25,26.75,27.0,27.187,26.688,27.125,26.6875,26.9375,25.5,25.562,24.875,24.937,26.0,26.063,25.062,25.625,25.75,25.281
07/23/2019 15:13,26.812,27.062,26.812,27.062,27.125,27.187,26.437,27.062,26.9685,27.062,25.187,25.812,24.562,25.25,25.187,26.125,25.187,26.125,25.187,25.6875
07/23/2019 15:23,26.375,27.0,26.25,26.875,27.0,27.0,26.375,26.875,26.6875,26.875,25.125,25.75,24.312,25.438,25.812,25.937,24.875,25.875,25.4685,25.6565
07/23/2019 15:33,26.375,27.062,26.312,26.812,26.937,27.187,26.812,26.875,26.656,26.8435,25.125,25.75,24.312,25.438,25.812,25.937,24.875,25.875,25.4685,25.6565
07/23/2019 15:34,26.375,27.062,26.312,26.812,26.937,27.187,26.812,26.875,26.656,26.8435,25.062,25.75,24.687,25.062,26.25,26.312,25.562,25.75,25.656,25.406
07/23/2019 15:43,26.625,27.062,25.937,26.562,26.312,27.25,26.25,26.75,26.4685,26.656,25.062,25.75,24.687,25.062,26.25,26.312,25.562,25.75,25.656,25.406
07/23/2019 15:44,26.625,27.062,25.937,26.562,26.312,27.25,26.25,26.75,26.4685,26.656,24.25,26.312,24.25,25.875,25.438,26.437,25.312,26.437,24.844,26.156
07/23/2019 15:54,26.75,27.625,26.75,27.625,27.375,27.875,27.125,27.812,27.0625,27.7185,26.688,27.375,26.688,27.375,27.25,28.0,27.25,27.437,26.969,27.406
07/23/2019 16:04,27.75,27.938,27.187,27.938,27.812,28.187,27.812,28.187,27.781,28.0625,27.313,27.75,26.875,27.625,27.938,28.062,27.437,27.5,27.6255,27.5625
07/23/2019 16:14,27.5,28.125,27.5,27.625,28.125,28.312,27.625,28.312,27.8125,27.9685,27.625,27.875,27.062,27.812,28.187,28.187,27.437,27.625,27.906,27.7185
07/23/2019 16:24,28.187,28.563,28.187,28.5,28.375,28.5,27.875,27.938,28.281,28.219,27.938,28.312,27.5,28.312,27.625,28.563,27.625,28.563,27.7815,28.4375
07/23/2019 16:34,28.187,28.563,28.187,28.5,28.375,28.5,27.875,27.938,28.281,28.219,28.125,28.375,27.75,28.312,28.563,28.812,28.062,28.75,28.344,28.531
07/23/2019 16:45,28.187,28.563,28.187,28.5,28.375,28.5,27.875,27.938,28.281,28.219,28.312,28.437,27.562,28.125,28.062,28.75,27.938,28.563,28.187,28.344
07/23/2019 16:55,28.187,28.563,28.187,28.5,28.375,28.5,27.875,27.938,28.281,28.219,27.625,28.25,27.062,27.313,28.5,28.5,27.687,27.75,28.0625,27.5315
07/23/2019 17:05,28.187,28.563,28.187,28.5,28.375,28.5,27.875,27.938,28.281,28.219,27.5,28.062,27.313,27.313,27.313,28.437,27.25,27.812,27.4065,27.5625
07/23/2019 17:13,28.437,28.563,28.0,28.437,28.5,28.687,28.062,28.437,28.4685,28.437,27.5,28.062,27.313,27.313,27.313,28.437,27.25,27.812,27.4065,27.5625
07/23/2019 17:15,28.437,28.563,28.0,28.437,28.5,28.687,28.062,28.437,28.4685,28.437,27.125,28.062,26.875,27.313,27.687,28.563,27.187,28.0,27.406,27.6565
07/23/2019 17:23,28.437,28.437,27.562,28.25,27.812,28.437,27.062,28.437,28.1245,28.3435,27.125,28.062,26.875,27.313,27.687,28.563,27.187,28.0,27.406,27.6565
07/23/2019 17:25,28.437,28.437,27.562,28.25,27.812,28.437,27.062,28.437,28.1245,28.3435,27.062,27.875,26.75,26.75,26.937,28.5,26.937,27.938,26.9995,27.344
07/23/2019 17:33,27.812,28.375,27.562,28.375,28.5,28.5,27.25,27.938,28.156,28.1565,27.062,27.875,26.75,26.75,26.937,28.5,26.937,27.938,26.9995,27.344
07/23/2019 17:35,27.812,28.375,27.562,28.375,28.5,28.5,27.25,27.938,28.156,28.1565,26.5,27.938,26.5,26.937,27.625,28.375,26.937,26.937,27.0625,26.937
07/23/2019 17:43,28.312,28.312,26.75,27.062,27.687,27.938,26.312,26.312,27.9995,26.687,26.5,27.938,26.5,26.937,27.625,28.375,26.937,26.937,27.0625,26.937
07/23/2019 17:45,28.312,28.312,26.75,27.062,27.687,27.938,26.312,26.312,27.9995,26.687,26.562,26.562,25.187,25.187,26.5,26.75,25.438,25.438,26.531,25.3125
07/23/2019 17:53,27.125,27.125,26.25,26.5,26.375,26.375,25.0,25.0,26.75,25.75,26.562,26.562,25.187,25.187,26.5,26.75,25.438,25.438,26.531,25.3125
07/23/2019 17:56,27.125,27.125,26.25,26.5,26.375,26.375,25.0,25.0,26.75,25.75,24.937,24.937,23.75,23.75,24.813,25.25,24.5,24.75,24.875,24.25
07/23/2019 18:03,26.375,26.437,25.687,26.437,24.937,26.375,24.937,26.0,25.656,26.2185,24.937,24.937,23.75,23.75,24.813,25.25,24.5,24.75,24.875,24.25
07/23/2019 18:06,26.375,26.437,25.687,26.437,24.937,26.375,24.937,26.0,25.656,26.2185,23.75,25.062,23.75,24.75,24.75,25.562,24.062,24.75,24.25,24.75
07/23/2019 18:14,26.0,26.5,25.687,25.937,26.688,26.688,25.5,25.562,26.344,25.7495,23.75,25.062,23.75,24.75,24.75,25.562,24.062,24.75,24.25,24.75
07/23/2019 18:16,26.0,26.5,25.687,25.937,26.688,26.688,25.5,25.562,26.344,25.7495,24.25,24.375,22.812,24.375,25.062,25.062,23.687,24.937,24.656,24.656
07/23/2019 18:24,25.812,26.187,25.687,26.063,25.438,26.125,25.187,25.812,25.625,25.9375,24.25,24.375,22.812,24.375,25.062,25.062,23.687,24.937,24.656,24.656
07/23/2019 18:26,25.812,26.187,25.687,26.063,25.438,26.125,25.187,25.812,25.625,25.9375,24.75,24.875,23.687,24.562,25.312,25.312,23.875,25.312,25.031,24.937
