,Temp_1_1,Temp_1_2,Temp_1_3,Temp_1_4,Temp_2_1,Temp_2_2,Temp_2_3,Temp_2_4,Temp_12_avg_open,Temp_12_avg_close,Temp_3_1,Temp_3_2,Temp_3_3,Temp_3_4,Temp_4_1,Temp_4_2,Temp_4_3,Temp_4_4,Temp_34_avg_open,Temp_34_avg_close
07/23/2019 11:18,27.187,27.5,26.75,27.5,27.562,27.812,27.062,27.812,27.3745,27.656,26.812,27.187,26.437,27.187,27.5,27.75,27.5,27.75,27.156,27.4685
07/23/2019 11:22,27.437,27.437,27.062,27.062,27.875,27.875,27.062,27.437,27.656,27.2495,27.25,27.25,25.812,25.812,27.875,27.875,25.937,25.937,27.5625,25.8745
07/23/2019 11:26,26.75,26.75,26.125,26.688,27.25,27.25,27.0,27.0,27.0,26.844,26.125,26.125,25.25,25.625,25.562,25.562,24.75,25.187,25.8435,25.406
07/23/2019 11:30,26.625,26.625,26.437,26.562,26.5,27.0,26.312,27.0,26.5625,26.781,25.5,25.5,25.0,25.0,25.062,25.25,24.937,25.25,25.281,25.125
07/23/2019 11:34,26.75,26.812,26.625,26.625,27.062,27.187,27.0,27.0,26.906,26.8125,25.875,26.125,25.187,25.562,26.187,26.437,25.562,25.562,26.031,25.562
07/23/2019 11:38,26.5,26.5,26.375,26.375,26.937,26.937,26.125,26.75,26.7185,26.5625,25.312,25.312,24.937,24.937,25.25,25.25,24.312,24.75,25.281,24.8435
07/23/2019 11:42,26.25,26.625,26.0,26.625,26.125,26.937,26.125,26.937,26.1875,26.781,24.875,25.75,24.875,25.75,24.625,26.187,24.625,26.187,24.75,25.9685
07/23/2019 11:46,26.75,26.75,25.937,26.5,26.375,27.0,26.312,26.312,26.5625,26.406,25.625,25.625,24.813,24.937,25.875,25.875,24.75,25.687,25.75,25.312
07/23/2019 11:50,26.625,26.75,26.562,26.562,26.937,26.937,26.375,26.875,26.781,26.7185,25.687,25.875,25.25,25.25,26.063,26.437,25.438,25.438,25.875,25.344
07/23/2019 11:54,26.437,26.437,26.187,26.25,26.812,26.812,26.0,26.562,26.6245,26.406,25.25,25.25,24.5,24.625,25.0,25.438,24.125,25.438,25.125,25.0315
07/23/2019 11:58,26.562,26.625,26.5,26.5,26.812,27.0,26.312,26.312,26.687,26.406,25.25,25.25,24.5,24.625,25.0,25.438,24.125,25.438,25.125,25.0315
07/23/2019 11:59,26.562,26.625,26.5,26.5,26.812,27.0,26.312,26.312,26.687,26.406,24.937,25.75,24.937,25.375,25.875,25.875,25.187,25.187,25.406,25.281
07/23/2019 12:02,26.437,26.437,26.25,26.25,26.688,26.688,26.187,26.688,26.5625,26.469,24.937,25.75,24.937,25.375,25.875,25.875,25.187,25.187,25.406,25.281
07/23/2019 12:03,26.437,26.437,26.25,26.25,26.688,26.688,26.187,26.688,26.5625,26.469,25.25,25.25,24.625,24.625,25.0,25.0,24.687,24.875,25.125,24.75
07/23/2019 12:07,26.437,26.562,26.0,26.0,26.688,26.937,26.688,26.812,26.5625,26.406,25.562,25.812,25.5,25.5,26.0,26.312,25.438,25.438,25.781,25.469
07/23/2019 12:11,26.375,26.375,25.687,25.687,26.75,26.75,26.063,26.625,26.5625,26.156,25.25,25.25,24.437,25.25,24.5,25.5,24.25,25.5,24.875,25.375
07/23/2019 12:15,26.375,26.562,26.375,26.437,26.75,26.875,26.25,26.812,26.5625,26.6245,25.062,25.75,25.062,25.375,25.937,26.063,25.312,25.312,25.4995,25.3435
07/23/2019 12:19,26.375,26.375,25.5,25.5,26.187,26.187,25.937,25.937,26.281,25.7185,25.25,25.25,24.875,24.937,25.0,25.0,24.125,24.75,25.125,24.8435
07/23/2019 12:23,26.25,26.5,26.063,26.063,26.063,26.937,26.063,26.937,26.1565,26.5,25.25,25.687,25.25,25.687,25.438,25.5,25.062,25.062,25.344,25.3745
07/23/2019 12:27,25.937,26.5,25.687,25.687,26.812,26.812,26.562,26.562,26.3745,26.1245,25.562,25.562,24.437,25.187,25.625,25.625,24.875,24.875,25.5935,25.031
07/23/2019 12:31,25.937,26.562,25.937,26.5,26.125,26.875,26.125,26.875,26.031,26.6875,25.625,25.625,25.0,25.312,25.812,26.125,25.125,25.125,25.7185,25.2185
07/23/2019 12:35,26.375,26.375,26.063,26.063,26.75,26.75,26.437,26.5,26.5625,26.2815,25.125,25.125,24.437,25.125,25.438,25.438,25.062,25.375,25.2815,25.25
07/23/2019 12:39,25.687,26.5,25.687,25.937,26.625,26.812,26.625,26.75,26.156,26.3435,25.438,25.625,24.625,24.625,25.187,26.063,25.187,25.687,25.3125,25.156
07/23/2019 12:43,26.437,26.437,25.75,26.375,26.562,26.688,26.562,26.688,26.4995,26.5315,25.062,25.625,24.312,25.625,24.75,25.687,24.687,25.375,24.906,25.5
07/23/2019 12:47,26.688,26.688,25.75,26.25,26.312,26.875,26.312,26.562,26.5,26.406,25.687,25.687,24.062,24.062,25.562,25.875,25.375,25.375,25.6245,24.7185
07/23/2019 12:51,26.437,26.625,26.437,26.5,26.75,26.937,26.75,26.937,26.5935,26.7185,25.187,25.187,24.813,24.813,25.75,26.063,25.75,25.875,25.4685,25.344
07/23/2019 12:55,26.437,26.437,25.75,26.375,26.312,26.625,26.187,26.187,26.3745,26.281,24.937,24.937,24.062,24.875,25.75,25.75,25.062,25.312,25.3435,25.0935
07/23/2019 12:59,26.562,26.562,25.937,26.375,26.812,26.875,26.125,26.125,26.687,26.25,25.062,25.062,24.062,24.062,26.063,26.063,25.125,25.5,25.5625,24.781
07/23/2019 13:03,25.687,26.625,25.687,26.625,26.0,26.875,26.0,26.875,25.8435,26.75,25.062,25.062,24.062,24.062,26.063,26.063,25.125,25.5,25.5625,24.781
07/23/2019 13:04,25.687,26.625,25.687,26.625,26.0,26.875,26.0,26.875,25.8435,26.75,24.188,25.125,24.188,25.125,25.5,25.687,25.125,25.687,24.844,25.406
07/23/2019 13:07,26.063,26.5,26.0,26.5,26.937,26.937,26.75,26.812,26.5,26.656,24.188,25.125,24.188,25.125,25.5,25.687,25.125,25.687,24.844,25.406
07/23/2019 13:08,26.063,26.5,26.0,26.5,26.937,26.937,26.75,26.812,26.5,26.656,25.562,25.562,24.437,25.187,25.937,25.937,24.875,25.812,25.7495,25.4995
07/23/2019 13:11,26.562,26.937,26.187,26.937,26.812,27.125,26.812,27.125,26.687,27.031,25.562,25.562,24.437,25.187,25.937,25.937,24.875,25.812,25.7495,25.4995
07/23/2019 13:12,26.562,26.937,26.187,26.937,26.812,27.125,26.812,27.125,26.687,27.031,25.5,26.125,25.187,26.063,25.937,26.437,25.937,25.937,25.7185,26.0
07/23/2019 13:15,26.812,27.0,26.625,26.625,26.688,27.437,26.688,27.437,26.75,27.031,25.5,26.125,25.187,26.063,25.937,26.437,25.937,25.937,25.7185,26.0
07/23/2019 13:16,26.812,27.0,26.625,26.625,26.688,27.437,26.688,27.437,26.75,27.031,25.75,26.688,25.75,26.688,26.063,27.125,26.063,27.125,25.9065,26.9065
07/23/2019 13:20,27.313,27.313,26.75,26.75,27.5,27.562,27.5,27.562,27.4065,27.156,26.812,27.062,26.812,27.062,26.5,27.5,26.5,27.5,26.656,27.281
07/23/2019 13:24,27.375,27.5,26.875,27.062,27.687,27.875,27.562,27.75,27.531,27.406,27.125,27.313,27.125,27.313,27.562,28.0,27.562,28.0,27.3435,27.6565
07/23/2019 13:28,27.625,27.75,27.0,27.0,27.812,28.0,27.375,27.875,27.7185,27.4375,27.0,27.687,26.375,26.375,28.0,28.062,27.5,27.5,27.5,26.9375
07/23/2019 13:32,27.375,27.562,26.937,27.562,27.125,27.875,27.125,27.875,27.25,27.7185,26.812,27.25,26.812,27.25,27.25,27.687,26.875,27.687,27.031,27.4685
07/23/2019 13:36,27.125,27.938,27.125,27.938,27.875,28.125,27.875,28.125,27.5,28.0315,27.375,27.75,27.375,27.437,27.25,27.812,27.25,27.812,27.3125,27.6245
07/23/2019 13:40,27.75,27.75,27.062,27.687,27.938,28.0,27.375,28.0,27.844,27.8435,26.625,27.375,26.625,27.375,27.375,27.687,27.375,27.687,27.0,27.531
07/23/2019 13:44,27.812,27.938,27.812,27.938,28.062,28.25,28.062,28.25,27.937,28.094,27.0,27.938,27.0,27.625,27.938,28.187,27.437,28.125,27.469,27.875
07/23/2019 13:48,27.812,27.812,27.125,27.812,28.125,28.125,27.375,28.062,27.9685,27.937,27.125,27.25,27.0,27.25,27.625,27.687,27.375,27.687,27.375,27.4685
07/23/2019 13:52,27.75,27.75,27.187,27.375,28.062,28.187,28.062,28.187,27.906,27.781,27.5,27.875,27.5,27.562,27.812,28.125,27.812,28.062,27.656,27.812
07/23/2019 13:56,27.313,27.812,27.313,27.812,28.25,28.25,28.125,28.125,27.7815,27.9685,27.062,27.125,26.875,27.125,27.562,27.562,27.062,27.062,27.312,27.0935
07/23/2019 14:00,27.812,27.812,26.937,27.313,28.187,28.187,27.313,27.313,27.9995,27.313,26.625,26.625,26.125,26.187,27.062,27.25,26.625,26.625,26.8435,26.406
07/23/2019 14:04,27.25,27.25,27.0,27.0,27.75,27.75,27.062,27.437,27.5,27.2185,25.812,25.812,25.25,25.25,26.5,26.5,25.438,25.812,26.156,25.531
07/23/2019 14:08,26.875,26.875,26.75,26.875,27.313,27.313,26.75,26.75,27.094,26.8125,25.0,25.5,24.937,25.5,25.75,25.75,25.125,25.562,25.375,25.531
07/23/2019 14:12,27.0,27.062,26.375,26.375,27.437,27.437,26.875,27.125,27.2185,26.75,25.187,25.562,25.187,25.312,25.812,26.312,25.812,25.875,25.4995,25.5935
07/23/2019 14:16,26.75,26.937,26.75,26.937,26.562,27.313,26.562,27.313,26.656,27.125,25.187,25.562,25.187,25.312,25.812,26.312,25.812,25.875,25.4995,25.5935
07/23/2019 14:17,26.75,26.937,26.75,26.937,26.562,27.313,26.562,27.313,26.656,27.125,25.0,25.75,25.0,25.75,25.812,26.25,25.0,26.25,25.406,26.0
07/23/2019 14:20,27.0,27.0,26.25,26.25,27.437,27.437,26.75,27.187,27.2185,26.7185,25.0,25.75,25.0,25.75,25.812,26.25,25.0,26.25,25.406,26.0
07/23/2019 14:21,27.0,27.0,26.25,26.25,27.437,27.437,26.75,27.187,27.2185,26.7185,25.687,25.687,24.375,24.375,26.375,26.375,25.187,25.625,26.031,25.0
07/23/2019 14:24,26.812,27.062,26.812,27.062,27.187,27.5,27.187,27.5,26.9995,27.281,25.687,25.687,24.375,24.375,26.375,26.375,25.187,25.625,26.031,25.0
07/23/2019 14:25,26.812,27.062,26.812,27.062,27.187,27.5,27.187,27.5,26.9995,27.281,24.625,25.812,24.625,25.75,25.75,26.312,25.75,26.312,25.1875,26.031
07/23/2019 14:28,27.125,27.125,26.437,26.437,27.5,27.5,27.25,27.25,27.3125,26.8435,24.625,25.812,24.625,25.75,25.75,26.312,25.75,26.312,25.1875,26.031
07/23/2019 14:29,27.125,27.125,26.437,26.437,27.5,27.5,27.25,27.25,27.3125,26.8435,25.562,25.562,24.937,25.25,25.438,25.812,25.438,25.812,25.5,25.531
07/23/2019 14:33,27.0,27.187,26.625,26.625,27.375,27.562,27.375,27.5,27.1875,27.0625,25.562,25.812,25.25,25.25,26.125,26.125,25.375,25.375,25.8435,25.3125
07/23/2019 14:37,26.937,26.937,26.375,26.375,26.75,27.25,26.562,26.562,26.8435,26.4685,24.562,25.0,24.562,25.0,25.75,25.75,25.312,25.562,25.156,25.281
07/23/2019 14:41,27.0,27.125,27.0,27.0,26.625,27.375,26.625,27.375,26.8125,27.1875,25.5,25.625,24.625,24.625,25.875,26.063,25.562,25.875,25.6875,25.25
07/23/2019 14:45,26.875,26.937,26.187,26.937,27.187,27.187,27.0,27.125,27.031,27.031,24.375,24.813,24.375,24.687,25.0,25.625,24.813,25.25,24.6875,24.9685
07/23/2019 14:49,27.0,27.0,26.812,26.812,27.25,27.25,26.75,27.125,27.125,26.9685,25.625,25.625,24.937,24.937,26.125,26.125,25.25,25.687,25.875,25.312
07/23/2019 14:53,26.812,26.812,26.25,26.812,26.937,26.937,26.75,26.875,26.8745,26.8435,24.188,25.375,24.188,25.375,24.75,25.812,24.75,25.812,24.469,25.5935
07/23/2019 14:57,26.375,26.875,26.375,26.75,27.0,27.0,26.937,26.937,26.6875,26.8435,25.5,25.5,24.875,24.875,26.0,26.0,25.062,25.5,25.75,25.1875
07/23/2019 15:01,26.75,27.0,26.437,26.437,27.062,27.187,26.688,26.688,26.906,26.5625,25.125,25.562,25.0,25.25,25.125,26.063,25.125,25.937,25.125,25.5935
07/23/2019 15:05,26.25,26.875,26.25,26.875,27.125,27.187,27.125,27.187,26.6875,27.031,25.0,25.625,24.937,25.625,25.687,26.125,25.187,26.125,25.3435,25.875
07/23/2019 15:09,26.937,27.0,26.875,26.937,26.688,27.187,26.437,27.062,26.8125,26.9995,25.687,25.687,24.562,25.0,25.625,25.937,25.625,25.625,25.656,25.3125
07/23/2019 15:13,27.062,27.062,26.937,27.062,27.187,27.187,26.688,27.062,27.1245,27.062,25.438,25.812,25.125,25.25,25.937,26.125,25.562,26.125,25.6875,25.6875
07/23/2019 15:17,26.375,26.812,26.312,26.812,27.0,27.0,26.875,26.937,26.6875,26.8745,25.125,25.562,24.312,25.562,25.812,25.937,25.062,25.937,25.4685,25.7495
07/23/2019 15:21,26.375,27.0,26.25,26.25,26.375,26.937,26.375,26.812,26.375,26.531,25.75,25.75,24.687,24.937,25.625,25.812,24.875,24.875,25.6875,24.906
07/23/2019 15:25,26.812,26.875,26.375,26.437,26.812,27.0,26.812,27.0,26.812,26.7185,25.062,25.625,25.062,25.625,25.687,26.25,25.687,26.063,25.3745,25.844
07/23/2019 15:29,26.375,27.0,26.312,27.0,27.0,27.125,26.812,27.125,26.6875,27.0625,25.062,25.625,25.062,25.625,25.687,26.25,25.687,26.063,25.3745,25.844
07/23/2019 15:30,26.375,27.0,26.312,27.0,27.0,27.125,26.812,27.125,26.6875,27.0625,25.187,25.625,25.0,25.625,25.875,26.063,25.562,26.063,25.531,25.844
07/23/2019 15:33,26.625,27.062,26.625,26.812,27.125,27.187,26.875,26.875,26.875,26.8435,25.187,25.625,25.0,25.625,25.875,26.063,25.562,26.063,25.531,25.844
07/23/2019 15:34,26.625,27.062,26.625,26.812,27.125,27.187,26.875,26.875,26.875,26.8435,25.75,25.75,24.687,25.062,26.312,26.312,25.625,25.75,26.031,25.406
07/23/2019 15:37,26.625,26.688,25.937,26.688,26.312,26.812,26.25,26.375,26.4685,26.5315,25.75,25.75,24.687,25.062,26.312,26.312,25.625,25.75,26.031,25.406
07/23/2019 15:38,26.625,26.688,25.937,26.688,26.312,26.812,26.25,26.375,26.4685,26.5315,24.25,25.25,24.25,25.25,25.438,25.812,25.312,25.812,24.844,25.531
07/23/2019 15:41,26.812,27.0,26.812,27.0,27.0,27.187,27.0,27.062,26.906,27.031,24.25,25.25,24.25,25.25,25.438,25.812,25.312,25.812,24.844,25.531
07/23/2019 15:42,26.812,27.0,26.812,27.0,27.0,27.187,27.0,27.062,26.906,27.031,25.625,25.937,25.062,25.937,26.063,26.187,25.812,25.812,25.844,25.8745
07/23/2019 15:46,27.062,27.062,26.562,26.75,27.25,27.5,26.75,27.5,27.156,27.125,26.312,26.812,25.875,26.812,26.0,27.313,26.0,27.313,26.156,27.0625
07/23/2019 15:50,27.313,27.5,26.875,27.5,27.562,27.625,27.125,27.125,27.4375,27.3125,27.0,27.187,27.0,27.187,27.437,27.75,27.437,27.75,27.2185,27.4685
07/23/2019 15:54,27.5,27.625,27.125,27.625,27.812,27.875,27.313,27.812,27.656,27.7185,27.125,27.375,27.125,27.375,27.313,28.0,27.313,27.437,27.219,27.406
07/23/2019 15:58,27.75,27.75,27.187,27.687,27.812,27.938,27.812,27.938,27.781,27.8125,27.313,27.5,26.875,26.875,27.938,28.062,27.437,28.062,27.6255,27.4685
07/23/2019 16:02,27.812,27.938,27.812,27.938,28.0,28.062,28.0,28.0,27.906,27.969,27.562,27.625,26.937,26.937,28.0,28.0,27.437,27.437,27.781,27.187
07/23/2019 16:06,27.875,28.062,27.5,28.062,28.0,28.187,27.625,27.625,27.9375,27.8435,27.75,27.75,27.125,27.125,28.062,28.187,27.437,27.437,27.906,27.281
07/23/2019 16:10,27.5,28.125,27.5,28.062,28.187,28.187,27.687,27.687,27.8435,27.8745,27.062,27.812,27.062,27.812,28.062,28.187,27.562,28.125,27.562,27.9685
07/23/2019 16:14,28.062,28.125,27.625,27.625,28.312,28.312,28.25,28.312,28.187,27.9685,27.875,27.875,27.25,27.812,27.562,28.187,27.5,27.625,27.7185,27.7185
07/23/2019 16:18,28.187,28.312,28.187,28.25,28.375,28.437,27.875,28.437,28.281,28.3435,27.938,28.0,27.812,27.875,27.625,28.25,27.625,28.25,27.7815,28.0625
07/23/2019 16:22,28.312,28.563,28.312,28.563,27.875,28.5,27.875,28.5,28.0935,28.5315,27.938,28.0,27.5,27.5,28.312,28.375,27.75,28.375,28.125,27.9375
07/23/2019 16:26,28.5,28.5,28.0,28.0,27.938,28.563,27.938,28.563,28.219,28.2815,28.187,28.312,28.125,28.312,28.563,28.563,28.563,28.563,28.375,28.4375
07/23/2019 16:30,28.5,28.563,28.5,28.563,28.062,28.687,28.062,28.687,28.281,28.625,28.187,28.25,27.75,27.75,28.563,28.625,28.062,28.625,28.375,28.1875
07/23/2019 16:34,28.5,28.563,28.5,28.563,28.062,28.687,28.062,28.687,28.281,28.625,28.375,28.375,28.25,28.312,28.687,28.812,28.687,28.75,28.531,28.531
07/23/2019 16:38,28.5,28.563,28.5,28.563,28.062,28.687,28.062,28.687,28.281,28.625,28.312,28.437,27.812,28.437,28.062,28.75,28.062,28.75,28.187,28.5935
07/23/2019 16:43,28.5,28.563,28.5,28.563,28.062,28.687,28.062,28.687,28.281,28.625,27.812,28.25,27.687,28.25,28.75,28.75,28.5,28.5,28.281,28.375
07/23/2019 16:47,28.5,28.563,28.5,28.563,28.062,28.687,28.062,28.687,28.281,28.625,27.562,28.187,27.562,28.187,27.938,28.563,27.938,28.437,27.75,28.312
07/23/2019 16:51,28.5,28.563,28.5,28.563,28.062,28.687,28.062,28.687,28.281,28.625,27.687,28.25,27.687,28.062,28.437,28.5,28.375,28.375,28.062,28.2185
07/23/2019 16:55,28.5,28.563,28.5,28.563,28.062,28.687,28.062,28.687,28.281,28.625,27.375,27.375,27.062,27.313,28.312,28.312,27.687,27.75,27.8435,27.5315
07/23/2019 16:59,28.5,28.563,28.5,28.563,28.062,28.687,28.062,28.687,28.281,28.625,27.5,27.687,27.5,27.687,27.313,28.187,27.25,28.187,27.4065,27.937
07/23/2019 17:03,28.5,28.563,28.5,28.563,28.062,28.687,28.062,28.687,28.281,28.625,27.812,28.062,27.313,28.062,28.25,28.437,27.687,27.875,28.031,27.9685
07/23/2019 17:07,28.5,28.563,28.5,28.563,28.062,28.687,28.062,28.687,28.281,28.625,27.812,27.812,27.125,27.25,28.25,28.25,27.187,27.187,28.031,27.2185
07/23/2019 17:11,28.5,28.563,28.5,28.563,28.062,28.687,28.062,28.687,28.281,28.625,26.875,27.687,26.875,27.687,27.375,28.312,27.375,28.312,27.125,27.9995
07/23/2019 17:13,28.5,28.5,28.375,28.437,28.625,28.625,28.25,28.437,28.5625,28.437,26.875,27.687,26.875,27.687,27.375,28.312,27.375,28.312,27.125,27.9995
07/23/2019 17:15,28.5,28.5,28.375,28.437,28.625,28.625,28.25,28.437,28.5625,28.437,27.875,28.062,27.313,27.313,28.375,28.563,28.0,28.0,28.125,27.6565
07/23/2019 17:17,28.437,28.437,27.562,27.562,27.812,28.0,27.062,27.062,28.1245,27.312,27.875,28.062,27.313,27.313,28.375,28.563,28.0,28.0,28.125,27.6565
07/23/2019 17:19,28.437,28.437,27.562,27.562,27.812,28.0,27.062,27.062,28.1245,27.312,27.062,27.375,27.062,27.375,26.937,27.687,26.937,27.313,26.9995,27.344
07/23/2019 17:21,28.187,28.312,28.187,28.312,27.75,28.062,27.375,27.625,27.9685,27.9685,27.062,27.375,27.062,27.375,26.937,27.687,26.937,27.313,26.9995,27.344
07/23/2019 17:23,28.187,28.312,28.187,28.312,27.75,28.062,27.375,27.625,27.9685,27.9685,26.937,27.875,26.937,27.875,27.437,28.5,27.437,28.5,27.187,28.1875
07/23/2019 17:25,27.812,28.312,27.812,28.312,28.375,28.5,28.062,28.062,28.0935,28.187,26.937,27.875,26.937,27.875,27.437,28.5,27.437,28.5,27.187,28.1875
07/23/2019 17:27,27.812,28.312,27.812,28.312,28.375,28.5,28.062,28.062,28.0935,28.187,27.875,27.875,26.5,27.25,28.437,28.437,27.625,27.75,28.156,27.5
07/23/2019 17:29,27.562,28.25,27.562,28.25,27.25,28.125,27.25,28.125,27.406,28.1875,27.875,27.875,26.5,27.25,28.437,28.437,27.625,27.75,28.156,27.5
07/23/2019 17:31,27.562,28.25,27.562,28.25,27.25,28.125,27.25,28.125,27.406,28.1875,27.313,27.562,27.187,27.187,27.812,28.312,27.562,28.312,27.5625,27.7495
07/23/2019 17:33,27.687,28.375,27.687,28.375,28.062,28.437,27.938,27.938,27.8745,28.1565,27.313,27.562,27.187,27.187,27.812,28.312,27.562,28.312,27.5625,27.7495
07/23/2019 17:35,27.687,28.375,27.687,28.375,28.062,28.437,27.938,27.938,27.8745,28.1565,27.313,27.938,26.937,26.937,28.375,28.375,26.937,26.937,27.844,26.937
07/23/2019 17:37,28.312,28.312,27.125,27.125,27.687,27.938,27.125,27.375,27.9995,27.25,27.313,27.938,26.937,26.937,28.375,28.375,26.937,26.937,27.844,26.937
07/23/2019 17:39,28.312,28.312,27.125,27.125,27.687,27.938,27.125,27.375,27.9995,27.25,26.562,26.562,25.812,25.812,26.5,26.75,25.875,26.25,26.531,26.031
07/23/2019 17:41,27.625,27.625,26.75,26.75,27.187,27.187,26.5,26.5,27.406,26.625,26.562,26.562,25.812,25.812,26.5,26.75,25.875,26.25,26.531,26.031
07/23/2019 17:43,27.625,27.625,26.75,26.75,27.187,27.187,26.5,26.5,27.406,26.625,25.625,25.625,25.25,25.25,26.0,26.063,25.625,25.625,25.8125,25.4375
07/23/2019 17:45,27.25,27.25,26.937,26.937,26.5,26.5,26.125,26.125,26.875,26.531,25.625,25.625,25.25,25.25,26.0,26.063,25.625,25.625,25.8125,25.4375
07/23/2019 17:47,27.25,27.25,26.937,26.937,26.5,26.5,26.125,26.125,26.875,26.531,25.187,25.187,24.375,24.375,25.625,25.625,24.813,25.187,25.406,24.781
07/23/2019 17:49,26.312,26.875,26.25,26.25,25.5,26.063,25.5,25.875,25.906,26.0625,25.187,25.187,24.375,24.375,25.625,25.625,24.813,25.187,25.406,24.781
07/23/2019 17:51,26.312,26.875,26.25,26.25,25.5,26.063,25.5,25.875,25.906,26.0625,24.312,24.75,23.875,23.875,25.25,25.25,24.5,25.062,24.781,24.4685
07/23/2019 17:53,26.75,26.75,26.5,26.5,25.812,25.812,25.0,25.0,26.281,25.75,24.312,24.75,23.875,23.875,25.25,25.25,24.5,25.062,24.781,24.4685
07/23/2019 17:56,26.75,26.75,26.5,26.5,25.812,25.812,25.0,25.0,26.281,25.75,24.437,24.437,23.75,23.75,24.937,24.937,24.75,24.75,24.687,24.25
07/23/2019 17:57,26.375,26.375,25.687,26.25,24.937,25.562,24.937,25.438,25.656,25.844,24.437,24.437,23.75,23.75,24.937,24.937,24.75,24.75,24.687,24.25
07/23/2019 18:00,26.375,26.375,25.687,26.25,24.937,25.562,24.937,25.438,25.656,25.844,23.75,24.375,23.75,24.062,24.75,24.75,24.062,24.437,24.25,24.2495
07/23/2019 18:01,26.25,26.25,25.687,26.187,25.125,25.875,25.125,25.562,25.6875,25.8745,23.75,24.375,23.75,24.062,24.75,24.75,24.062,24.437,24.25,24.2495
07/23/2019 18:04,26.25,26.25,25.687,26.187,25.125,25.875,25.125,25.562,25.6875,25.8745,24.062,25.062,24.062,25.062,24.562,25.562,24.562,25.562,24.312,25.312
07/23/2019 18:05,26.375,26.5,26.0,26.5,26.375,26.688,26.0,26.625,26.375,26.5625,24.062,25.062,24.062,25.062,24.562,25.562,24.562,25.562,24.312,25.312
07/23/2019 18:08,26.375,26.5,26.0,26.5,26.375,26.688,26.0,26.625,26.375,26.5625,25.0,25.0,23.437,23.437,25.438,25.438,24.75,24.937,25.219,24.187
07/23/2019 18:10,25.75,26.375,25.687,26.187,26.437,26.437,25.937,25.937,26.0935,26.062,25.0,25.0,23.437,23.437,25.438,25.438,24.75,24.937,25.219,24.187
07/23/2019 18:12,25.75,26.375,25.687,26.187,26.437,26.437,25.937,25.937,26.0935,26.062,23.812,23.812,23.5,23.5,24.813,24.813,23.812,23.812,24.3125,23.656
07/23/2019 18:14,26.125,26.125,25.937,25.937,25.75,25.75,25.5,25.562,25.9375,25.7495,23.812,23.812,23.5,23.5,24.813,24.813,23.812,23.812,24.3125,23.656
07/23/2019 18:16,26.125,26.125,25.937,25.937,25.75,25.75,25.5,25.562,25.9375,25.7495,23.5,24.375,22.812,24.375,24.375,24.937,23.687,24.937,23.9375,24.656
